rider_id,week_id,home_zone_id,delivery_platform,tier,avg_delivery_radius_km,primary_shift,avg_daily_active_hours,loyalty_weeks_active,avg_weekly_earnings_4wk,earnings_volatility_index,claim_history_score,zone_elevation_index,waterlogging_incidents_3yr,road_quality_score,zone_heat_island_index,rain_mm_7day_forecast,max_temp_forecast,wind_gust_kmh_forecast,aqi_forecast_avg,imd_alert_level_forecast,bandh_probability_score,platform_outage_7d_count,festival_calendar_flag,political_event_flag,w_risk,disruption_label,r_alert,loyalty_discount,premium_charged
R00920,63,adyar,swiggy,standard,7.61,afternoon,8.9,52,4285.0,0.6676,0.1009,3.68,9,6.38,2.28,8.9,29.6,23.5,47.0,0,0.1752,0,0,0,0.8093,1,1.0,0.7,39.09
R00921,150,guindy,blinkit,standard,6.21,night,8.0,4,6404.0,0.1911,0.0186,5.93,2,7.3,1.25,90.8,27.8,45.4,285.0,2,0.3103,3,0,0,0.8829,1,0.5,0.95,28.93
R00922,8,guindy,swiggy,standard,6.56,night,9.5,12,3388.0,0.1854,0.1074,6.13,3,6.77,1.44,2.8,32.1,21.9,166.0,0,0.0683,0,0,0,0.7746,0,1.0,0.85,45.43
R00923,66,sholinganallur,swiggy,shield,8.33,morning,7.3,24,4136.0,0.3468,0.3459,5.13,5,6.7,1.34,8.7,32.4,15.6,61.0,0,0.0716,2,0,0,0.7918,0,1.0,0.7,54.87
R00924,114,sholinganallur,swiggy,standard,7.2,afternoon,9.5,24,7419.0,0.1839,0.0723,5.1,3,6.49,1.06,3.6,34.0,10.0,238.0,0,0.2118,0,0,0,0.8046,0,1.0,0.7,38.86
R00925,140,perambur,swiggy,shield,5.53,morning,9.6,12,3405.0,0.1875,0.0968,3.18,10,3.37,2.08,82.1,29.5,31.1,187.0,2,0.0828,3,0,0,0.8845,1,0.5,0.85,37.22
R00926,113,sholinganallur,zepto,standard,3.87,morning,7.9,4,6349.0,0.1097,0.0306,4.64,3,6.82,1.57,5.7,27.6,17.1,94.0,0,0.0875,2,0,0,0.7609,0,1.0,0.95,49.88
R00927,102,perambur,swiggy,standard,7.56,evening,6.2,24,8249.0,0.4434,0.2367,3.22,10,4.15,2.17,59.0,26.1,18.5,213.0,1,0.6439,0,0,0,0.9026,0,0.75,0.7,32.69
R00928,170,tambaram,zomato,standard,8.4,evening,8.3,20,7083.0,0.3198,0.0213,3.82,7,4.42,2.0,14.8,33.6,14.5,42.0,0,0.1216,1,0,0,0.7976,0,1.0,0.75,41.28
R00929,184,anna_nagar,swiggy,shield,6.1,morning,8.5,8,6187.0,0.4441,0.0813,6.69,1,8.02,1.0,49.1,32.3,24.1,107.0,1,0.0636,0,0,0,0.79,0,0.75,0.9,52.79
R00930,39,chromepet,blinkit,shield,4.63,evening,7.1,12,4197.0,0.2033,0.1662,3.68,7,5.63,1.61,92.7,30.6,51.5,169.0,3,0.4234,0,0,0,0.9044,0,0.25,0.85,19.02
R00931,152,royapuram,zepto,shield,4.96,afternoon,8.3,16,5211.0,0.5393,0.2269,1.52,13,2.77,2.54,153.5,25.7,90.7,223.0,4,0.1955,1,0,0,1.168,1,0.0,0.8,0.0
R00932,91,guindy,zepto,standard,3.68,evening,5.4,12,6261.0,0.1015,0.1823,6.04,2,7.17,1.27,50.3,28.2,41.6,158.0,1,0.0512,4,0,0,0.7953,0,0.75,0.85,34.98
R00933,6,anna_nagar,swiggy,standard,5.01,night,4.4,12,7076.0,0.0425,0.3796,7.02,1,8.53,0.7,5.5,27.0,14.1,187.0,0,0.5764,1,0,0,0.7987,0,1.0,0.85,46.85
R00934,7,adyar,blinkit,standard,2.59,night,11.6,32,4632.0,0.2099,0.1364,3.17,9,6.27,1.9,10.0,31.3,12.4,403.0,0,0.2625,0,0,0,0.8463,0,1.0,0.7,40.88
R00935,22,guindy,swiggy,shield,8.71,afternoon,8.6,20,4733.0,0.4458,0.3398,6.31,4,7.1,1.47,35.0,33.7,30.7,53.0,1,0.2432,2,0,1,0.8253,0,0.75,0.75,45.96
R00936,95,royapuram,swiggy,standard,7.27,morning,11.7,16,8272.0,0.2409,0.0598,2.07,11,3.19,2.53,122.7,29.0,41.3,104.0,2,0.1974,0,1,0,0.9374,0,0.5,0.8,25.87
R00937,141,royapuram,blinkit,shield,2.17,morning,13.0,24,4765.0,0.2446,0.1172,1.97,11,2.94,2.79,41.9,32.7,13.5,77.0,1,0.0876,2,0,0,0.8378,1,0.75,0.7,43.55
R00938,27,sholinganallur,zepto,standard,3.67,evening,7.1,0,6943.0,0.1683,0.1939,4.97,4,6.33,1.4,73.4,34.0,20.6,55.0,2,0.5174,1,0,0,0.8328,1,0.5,1.0,28.73
R00939,163,tambaram,zomato,standard,8.56,evening,8.6,52,5226.0,0.4437,0.1014,3.53,7,5.66,1.61,5.2,28.2,5.8,195.0,0,0.2102,1,0,0,0.8145,0,1.0,0.7,39.34
R00940,89,t_nagar,swiggy,starter,8.72,evening,10.5,16,7385.0,0.1993,0.1422,4.59,5,4.76,2.08,100.6,30.7,49.7,149.0,2,0.1842,0,0,0,0.8964,0,0.5,0.8,13.98
R00941,27,guindy,zomato,standard,5.29,afternoon,7.9,0,10570.0,0.1653,0.3448,5.81,2,6.91,1.75,44.7,37.9,42.4,48.0,1,0.1769,2,0,0,0.8174,0,0.75,1.0,42.3
R00942,80,sholinganallur,zomato,standard,5.08,afternoon,7.6,20,7436.0,0.1673,0.0918,5.24,3,7.43,1.13,33.0,35.5,15.9,71.0,0,0.2342,0,0,0,0.7861,0,1.0,0.75,40.68
R00943,207,velachery,blinkit,standard,4.69,afternoon,10.6,16,4523.0,0.096,0.059,2.24,15,4.37,2.21,53.8,27.9,45.4,193.0,2,0.489,0,1,0,0.8599,1,0.5,0.8,23.73
R00944,5,chromepet,blinkit,standard,1.0,morning,9.1,16,9113.0,0.4479,0.2107,3.97,7,6.39,1.97,3.5,29.0,22.9,205.0,0,0.2273,3,0,0,0.7988,0,1.0,0.8,44.09
R00945,57,velachery,blinkit,standard,3.37,evening,10.9,48,7065.0,0.4225,0.0265,2.15,13,4.43,2.56,3.3,29.8,18.7,224.0,0,0.3417,2,0,0,0.8209,0,1.0,0.7,39.65
R00946,82,adyar,zomato,shield,7.46,afternoon,5.5,32,5325.0,0.2879,0.1474,3.22,9,5.38,1.88,28.4,35.3,30.8,104.0,1,0.0809,1,0,0,0.7994,1,0.75,0.7,41.55
R00947,71,t_nagar,zomato,standard,8.06,evening,14.0,0,7866.0,0.3946,0.1883,5.02,5,4.2,2.13,14.6,37.4,18.6,83.0,0,0.0609,0,0,0,0.81,0,1.0,1.0,55.89
R00948,188,t_nagar,swiggy,standard,7.34,afternoon,6.6,36,4795.0,0.619,0.0909,4.42,6,5.1,2.15,60.8,34.0,27.8,69.0,1,0.2784,2,0,0,0.8508,1,0.75,0.7,30.83
R00949,2,royapuram,swiggy,standard,6.05,morning,10.1,8,4168.0,0.6679,0.2741,2.08,12,3.17,3.17,4.0,25.8,30.9,198.0,1,0.3242,1,1,0,0.786,1,0.75,0.9,36.61
R00950,116,sholinganallur,swiggy,standard,6.88,night,13.6,32,4809.0,0.1105,0.1108,4.63,5,6.61,1.18,9.1,29.5,17.9,77.0,0,0.1619,0,0,0,0.7938,0,1.0,0.7,38.34
R00951,82,chromepet,swiggy,shield,6.04,night,6.9,16,3258.0,0.3179,0.4916,4.28,6,6.35,1.49,87.5,35.9,63.5,158.0,3,0.095,1,0,0,0.8973,1,0.25,0.8,17.77
R00952,171,t_nagar,blinkit,starter,1.51,morning,4.3,20,6766.0,0.2068,0.0328,5.74,5,4.77,2.42,12.3,34.3,11.4,71.0,0,0.1166,1,0,1,0.7482,0,1.0,0.75,21.89
R00953,38,t_nagar,swiggy,standard,7.83,afternoon,6.6,20,2000.0,0.275,0.0805,5.15,5,5.03,2.31,58.1,31.1,26.5,82.0,1,0.13,1,0,0,0.8133,0,0.75,0.75,31.57
R00954,158,tambaram,zomato,standard,5.82,evening,7.7,4,6565.0,0.5175,0.1843,4.29,6,4.89,1.84,4.1,28.3,8.0,186.0,0,0.5528,0,1,0,0.7769,0,1.0,0.95,50.92
R00955,19,guindy,zepto,standard,5.89,evening,8.6,24,7336.0,0.1377,0.1594,5.87,4,7.44,1.39,16.2,38.2,7.2,154.0,0,0.2336,3,0,0,0.7931,0,1.0,0.7,38.31
R00956,73,tambaram,swiggy,starter,6.08,morning,5.6,12,5300.0,0.4783,0.2397,3.84,6,5.37,1.65,31.8,34.8,10.9,35.0,0,0.0786,0,0,0,0.7979,0,1.0,0.85,26.45
R00957,201,anna_nagar,swiggy,shield,5.5,evening,12.6,8,9395.0,0.2531,0.0904,6.68,3,7.98,0.77,60.6,26.6,35.1,211.0,1,0.2778,1,0,0,0.8399,0,0.75,0.9,56.12
R00958,62,royapuram,zepto,standard,1.0,afternoon,11.1,4,4378.0,0.26,0.1001,1.78,12,2.69,2.77,7.3,30.5,30.5,165.0,1,0.3644,1,0,0,0.8001,0,0.75,0.95,39.34
R00959,66,velachery,zepto,standard,1.0,morning,10.6,12,7377.0,0.2387,0.0286,1.31,13,4.26,2.28,5.1,35.3,9.2,145.0,0,0.1454,2,0,0,0.7743,0,1.0,0.85,45.41
R00960,89,adyar,swiggy,standard,7.96,evening,6.7,20,5979.0,0.1384,0.1825,2.83,8,5.72,1.58,49.7,34.3,34.7,105.0,1,0.1014,1,0,0,0.8283,0,0.75,0.75,32.15
R00961,9,tambaram,zomato,standard,6.94,night,8.2,12,8578.0,0.2039,0.146,3.69,8,5.26,1.86,4.8,32.7,27.7,95.0,0,0.0724,0,0,0,0.7732,0,1.0,0.85,45.35
R00962,62,anna_nagar,zomato,standard,4.23,evening,6.9,16,4998.0,0.1318,0.0321,7.13,1,8.7,1.22,8.1,28.1,21.1,111.0,0,0.0774,1,0,0,0.7549,0,1.0,0.8,41.67
R00963,121,guindy,zomato,standard,5.58,evening,5.2,12,5825.0,0.4836,0.1311,5.97,2,7.86,1.34,8.3,34.8,12.1,141.0,0,0.2468,0,0,1,0.7833,0,1.0,0.85,45.94
R00964,85,chromepet,zepto,starter,3.43,morning,7.7,36,6398.0,0.1743,0.407,4.06,7,5.82,1.55,98.1,31.8,48.1,117.0,2,0.1751,1,0,0,0.8772,1,0.5,0.7,11.97
R00965,193,anna_nagar,blinkit,starter,5.09,morning,6.7,20,8843.0,0.2081,0.0988,6.63,1,8.54,1.19,26.4,30.8,17.2,134.0,0,0.5136,1,0,0,0.8016,0,1.0,0.75,23.45
R00966,99,t_nagar,blinkit,starter,3.74,afternoon,4.9,8,8501.0,0.1497,0.0411,5.03,5,5.36,1.91,112.2,29.3,100.3,500.0,4,0.178,2,0,0,1.0252,1,0.0,0.9,0.0
R00967,45,velachery,zepto,standard,4.57,evening,10.7,36,6488.0,0.1553,0.1855,2.78,14,4.23,2.77,75.9,29.8,16.3,112.0,2,0.2217,1,0,0,0.8843,0,0.5,0.7,21.36
R00968,190,anna_nagar,zomato,starter,7.09,afternoon,8.7,8,5632.0,0.1016,0.1293,6.68,2,8.05,1.0,82.3,31.1,41.7,102.0,2,0.4256,3,0,0,0.8472,1,0.5,0.9,14.87
R00969,85,royapuram,swiggy,starter,3.59,morning,10.9,28,8406.0,0.3788,0.481,1.74,11,2.92,2.72,81.0,31.5,29.5,59.0,2,0.0657,0,0,0,0.9028,1,0.5,0.7,12.32
R00970,121,chromepet,zepto,standard,1.99,evening,3.9,52,8722.0,0.4003,0.2386,3.8,5,6.44,1.26,14.7,32.0,13.6,79.0,0,0.1268,0,0,1,0.7627,0,1.0,0.7,36.84
R00971,25,tambaram,swiggy,standard,8.18,night,8.5,12,6389.0,0.4898,0.0849,4.27,8,4.65,1.91,59.4,36.0,45.0,55.0,1,0.3142,2,0,0,0.887,0,0.75,0.85,39.02
R00972,173,royapuram,zomato,standard,5.12,afternoon,4.2,44,7056.0,0.1197,0.0573,2.05,13,2.66,2.83,6.4,34.9,10.5,139.0,0,0.1167,0,0,1,0.7576,0,1.0,0.7,36.59
R00973,185,tambaram,blinkit,starter,6.22,evening,8.8,4,6953.0,0.221,0.1348,4.62,7,4.55,1.98,54.8,31.7,19.4,86.0,1,0.3286,1,0,0,0.8347,0,0.75,0.95,23.2
R00974,193,adyar,zomato,starter,8.75,morning,6.1,44,8329.0,0.4456,0.0702,3.34,7,5.98,1.94,34.7,32.3,41.6,76.0,1,0.1109,2,0,0,0.837,0,0.75,0.7,17.14
R00975,36,tambaram,swiggy,starter,10.37,night,6.6,32,3979.0,0.3621,0.2172,3.89,8,5.11,1.82,58.0,31.1,10.2,96.0,1,0.1585,1,0,0,0.8458,0,0.75,0.7,17.32
R00976,1,royapuram,zomato,standard,5.81,afternoon,9.1,12,7857.0,0.2927,0.0673,2.12,13,2.75,2.72,2.7,26.1,10.9,198.0,0,0.5489,1,0,0,0.8256,0,1.0,0.85,48.42
R00977,157,t_nagar,zepto,standard,2.31,evening,9.0,32,6486.0,0.1052,0.1872,4.92,6,5.76,2.22,5.3,27.1,25.8,120.0,0,0.2197,0,0,0,0.766,0,1.0,0.7,37.0
R00978,61,anna_nagar,zomato,standard,9.08,afternoon,7.5,4,6779.0,0.0973,0.1104,7.24,1,8.53,1.53,8.9,34.7,41.8,210.0,1,0.0567,2,0,0,0.809,0,0.75,0.95,39.77
R00979,8,velachery,swiggy,starter,4.86,evening,8.1,24,6677.0,0.5563,0.2156,2.52,13,3.68,2.24,9.0,27.2,14.6,166.0,0,0.1415,0,0,0,0.7998,0,1.0,0.7,21.84
R00980,136,perambur,swiggy,shield,4.01,evening,8.3,16,5080.0,0.1254,0.0932,2.73,10,3.28,1.87,85.7,32.2,103.4,67.0,4,0.1028,2,0,0,0.9942,1,0.0,0.8,0.0
R00981,122,anna_nagar,swiggy,standard,8.87,evening,7.5,0,6011.0,0.4208,0.3545,6.78,2,8.31,0.78,21.0,38.8,26.4,63.0,0,0.058,0,0,0,0.792,0,1.0,1.0,54.65
R00982,146,t_nagar,zomato,standard,8.21,evening,12.7,52,7696.0,0.666,0.1508,4.69,5,5.04,1.88,139.1,29.3,130.0,165.0,4,0.0734,3,0,0,1.0679,1,0.0,0.7,0.0
R00983,173,sholinganallur,zomato,standard,10.3,afternoon,9.6,40,4802.0,0.179,0.015,4.99,4,6.23,1.16,7.5,32.8,19.4,256.0,0,0.2165,1,0,1,0.8247,0,1.0,0.7,39.83
R00984,8,guindy,swiggy,starter,5.25,evening,6.0,52,5051.0,0.1575,0.1521,5.43,3,6.67,1.76,2.8,25.6,22.8,110.0,0,0.0913,0,0,0,0.7565,0,1.0,0.7,20.65
R00985,139,anna_nagar,swiggy,standard,8.2,evening,9.4,8,6050.0,0.1554,0.1449,7.74,1,8.05,1.38,123.8,32.6,33.7,100.0,2,0.2064,1,0,0,0.8192,0,0.5,0.9,25.43
R00986,56,perambur,zomato,standard,7.99,morning,5.7,12,5627.0,0.3112,0.4977,2.21,9,4.53,2.57,3.5,28.5,19.8,176.0,0,0.2321,4,0,0,0.8104,0,1.0,0.85,47.53
R00987,83,perambur,swiggy,standard,6.86,afternoon,4.5,44,7553.0,0.0912,0.0648,3.34,10,3.51,2.22,99.7,27.5,44.2,87.0,2,0.1743,0,0,0,0.8967,0,0.5,0.7,21.66
R00988,187,chromepet,zepto,shield,5.78,evening,6.9,28,5818.0,0.2622,0.2695,4.16,5,6.09,1.33,83.1,34.0,64.9,75.0,3,0.0544,0,0,0,0.8811,1,0.25,0.7,15.27
R00989,118,anna_nagar,zomato,standard,3.74,evening,11.2,32,4762.0,0.3053,0.1171,7.27,3,7.79,1.11,7.9,32.4,21.2,74.0,0,0.0886,0,0,0,0.7743,0,1.0,0.7,37.4
R00990,61,anna_nagar,blinkit,standard,4.28,evening,5.8,28,5418.0,0.1578,0.2388,6.93,3,8.6,0.84,3.0,29.2,9.2,122.0,0,0.3308,1,0,0,0.7751,0,1.0,0.7,37.44
R00991,19,sholinganallur,zomato,starter,5.51,afternoon,8.4,4,6118.0,0.1171,0.1772,5.44,5,6.66,1.31,12.3,37.1,14.6,99.0,0,0.1651,1,0,0,0.7777,0,1.0,0.95,28.81
R00992,127,tambaram,zomato,standard,9.23,afternoon,5.5,4,7865.0,0.3907,0.1812,4.27,8,4.78,1.88,34.9,36.6,25.1,73.0,0,0.0748,0,0,1,0.8074,0,1.0,0.95,52.93
R00993,154,tambaram,blinkit,starter,3.17,evening,6.6,8,8841.0,0.2596,0.4598,3.81,7,5.26,1.76,81.9,30.7,54.0,197.0,3,0.3094,0,0,0,0.8981,1,0.25,0.9,7.88
R00994,137,tambaram,swiggy,shield,6.13,evening,10.4,16,8914.0,0.3152,0.1452,3.86,8,5.47,1.8,75.9,32.4,23.1,105.0,2,0.0943,1,0,0,0.849,0,0.5,0.8,33.62
R00995,60,sholinganallur,swiggy,standard,10.19,night,7.4,52,9356.0,0.3933,0.0936,5.59,4,7.46,1.43,8.4,27.0,46.0,263.0,2,0.0662,0,0,0,0.8414,0,0.5,0.7,20.32
R00996,131,tambaram,zomato,starter,10.01,afternoon,11.8,4,5350.0,0.1735,0.3138,4.22,7,6.03,1.75,45.9,36.9,24.3,54.0,1,0.1506,0,0,0,0.8342,0,0.75,0.95,23.18
R00997,58,anna_nagar,swiggy,standard,6.63,afternoon,7.8,0,8260.0,0.1715,0.1199,7.29,3,8.52,1.05,3.8,29.4,11.6,138.0,0,0.2657,2,0,0,0.7865,0,1.0,1.0,54.27
R00998,174,tambaram,zomato,shield,5.86,afternoon,7.0,28,3130.0,0.6823,0.1648,4.01,6,5.14,1.71,5.6,34.8,7.9,87.0,0,0.0806,1,0,0,0.7911,0,1.0,0.7,54.82
R00999,31,tambaram,zomato,standard,4.34,afternoon,8.0,12,5802.0,0.0664,0.1439,3.83,6,5.28,1.47,39.1,31.9,41.2,165.0,1,0.0765,1,0,0,0.8103,0,0.75,0.85,35.64
R01000,124,anna_nagar,zomato,standard,5.79,evening,9.7,24,7018.0,0.4523,0.4576,7.09,3,8.05,0.94,28.4,36.4,28.9,48.0,0,0.1425,0,0,0,0.7997,0,1.0,0.7,38.62
R01001,201,tambaram,zomato,standard,9.02,evening,9.5,0,6069.0,0.3835,0.159,3.62,6,5.14,2.0,95.7,22.7,25.7,269.0,2,0.1771,1,0,0,0.9097,0,0.5,1.0,31.39
R01002,155,adyar,zepto,standard,3.41,afternoon,6.6,0,7486.0,0.4071,0.0778,3.56,9,6.58,2.13,39.7,24.7,28.2,344.0,0,0.1955,1,1,0,0.8006,0,1.0,1.0,55.24
R01003,100,sholinganallur,zomato,starter,8.55,morning,7.9,32,7467.0,0.5404,0.5291,4.59,5,7.53,1.5,95.9,27.0,44.8,287.0,2,0.2512,1,0,0,0.9252,0,0.5,0.7,12.63
R01004,54,sholinganallur,zomato,starter,7.03,evening,10.0,16,5920.0,0.1803,0.0798,5.23,4,6.59,1.66,5.4,24.9,14.3,288.0,0,0.209,0,1,0,0.7677,1,1.0,0.8,23.95
R01005,51,guindy,zepto,standard,2.51,evening,4.5,36,7472.0,0.2604,0.1823,6.27,3,7.66,1.39,41.2,29.1,64.5,125.0,2,0.2255,1,1,0,0.7819,1,0.5,0.7,18.88
R01006,76,perambur,swiggy,standard,5.82,evening,10.1,4,9699.0,0.5491,0.4825,3.2,9,3.86,2.17,75.3,38.6,16.6,38.0,2,0.0856,0,0,0,0.8774,1,0.5,0.95,28.75
R01007,115,adyar,zepto,standard,6.26,afternoon,8.4,24,6552.0,0.1549,0.3607,2.99,7,5.25,1.69,13.1,32.4,16.8,237.0,0,0.087,2,0,0,0.8085,0,1.0,0.7,39.05
R01008,47,adyar,zomato,standard,7.68,afternoon,10.0,8,4658.0,0.1457,0.0889,2.65,9,5.67,1.91,117.0,27.5,33.5,204.0,2,0.4318,1,0,0,0.9479,0,0.5,0.9,29.43
R01009,145,perambur,swiggy,standard,3.99,night,9.0,12,8810.0,0.2916,0.5152,2.76,9,4.16,2.56,73.6,26.5,17.2,114.0,2,0.3181,0,0,0,0.8762,0,0.5,0.85,25.7
R01010,192,perambur,swiggy,starter,6.3,evening,7.3,20,5573.0,0.3424,0.4181,3.12,9,4.24,2.23,40.5,28.8,13.7,117.0,1,0.2108,0,0,0,0.8301,0,0.75,0.75,18.21
R01011,150,t_nagar,zomato,starter,4.06,morning,5.6,28,6531.0,0.2125,0.0559,5.01,6,5.59,1.93,80.8,27.6,63.1,246.0,3,0.3999,1,0,0,0.9074,1,0.25,0.7,6.19
R01012,190,perambur,zomato,starter,7.39,morning,11.3,12,6077.0,0.1775,0.2674,3.16,8,4.62,1.97,81.2,34.5,22.8,75.0,2,0.1529,0,0,0,0.8714,0,0.5,0.85,14.45
R01013,98,royapuram,swiggy,standard,6.58,evening,3.9,8,11037.0,0.1836,0.3962,2.15,13,2.92,2.93,146.6,27.2,77.8,122.0,3,0.1746,0,0,0,1.0719,1,0.25,0.9,16.64
R01014,130,tambaram,swiggy,shield,6.43,afternoon,9.4,0,11476.0,0.4612,0.0382,4.31,8,5.4,1.61,68.0,33.0,13.4,91.0,1,0.1317,2,0,0,0.8464,0,0.75,1.0,62.85
R01015,50,sholinganallur,zepto,standard,6.93,night,6.3,8,5179.0,0.0437,0.1281,4.97,4,6.65,1.26,76.3,31.1,37.2,327.0,2,0.1738,3,0,0,0.8675,0,0.5,0.9,26.93
R01016,26,anna_nagar,zepto,standard,4.43,evening,5.2,12,4538.0,0.2317,0.5149,6.38,2,8.18,1.25,35.7,32.4,17.9,56.0,0,0.1978,0,0,0,0.7795,0,1.0,0.85,45.72
R01017,92,perambur,swiggy,shield,5.9,night,9.2,20,7943.0,0.1017,0.2243,2.91,9,4.4,2.24,80.0,29.6,83.2,119.0,2,0.0983,0,1,0,0.8956,0,0.5,0.75,33.25
R01018,35,adyar,zomato,standard,4.02,evening,9.7,36,5459.0,0.5314,0.3158,3.07,8,6.1,1.84,98.6,34.2,54.9,106.0,3,0.0938,2,0,0,0.9231,1,0.25,0.7,11.15
R01019,77,guindy,zomato,standard,10.54,morning,5.4,16,6018.0,0.4985,0.1375,6.28,2,6.65,1.15,64.2,34.5,25.2,28.0,1,0.0638,1,0,0,0.8127,0,0.75,0.8,33.64
R01020,144,velachery,swiggy,shield,8.74,afternoon,9.3,20,8742.0,0.3107,0.061,1.67,14,3.06,2.24,64.3,32.1,30.5,219.0,1,0.1746,0,1,0,0.8646,1,0.75,0.75,48.15
R01021,90,chromepet,zepto,shield,8.67,afternoon,6.0,4,6288.0,0.4678,0.1743,3.71,7,5.68,1.91,115.2,31.9,26.3,98.0,2,0.0567,3,0,0,0.8862,0,0.5,0.95,41.67
R01022,127,velachery,zepto,standard,5.11,night,7.2,16,5374.0,0.3689,0.1163,1.85,14,3.6,2.68,44.1,34.8,11.3,91.0,1,0.217,2,0,1,0.8533,0,0.75,0.8,35.33
R01023,26,royapuram,zomato,starter,5.74,morning,4.5,8,4501.0,0.3966,0.1101,2.46,13,3.69,2.78,119.1,32.7,102.8,105.0,4,0.1226,0,0,0,1.055,1,0.0,0.9,0.0
R01024,184,adyar,blinkit,standard,7.23,night,7.5,4,5753.0,0.5612,0.0243,2.93,9,5.39,1.99,71.7,36.9,17.0,98.0,2,0.083,1,0,0,0.8605,0,0.5,0.95,28.2
R01025,153,anna_nagar,swiggy,starter,7.33,evening,7.0,12,6738.0,0.3885,0.0387,7.26,3,8.03,1.01,121.0,27.9,61.8,487.0,3,0.1921,2,0,0,0.95,1,0.25,0.85,7.87
R01026,174,chromepet,swiggy,standard,5.55,evening,8.6,8,8018.0,0.2343,0.1686,4.24,5,6.12,1.47,11.7,39.9,25.0,106.0,0,0.0944,0,0,0,0.7767,0,1.0,0.9,48.24
R01027,183,sholinganallur,blinkit,standard,7.6,afternoon,10.8,4,6430.0,0.5534,0.06,4.91,4,7.07,1.36,81.0,35.6,30.4,123.0,2,0.4317,1,0,0,0.8702,1,0.5,0.95,28.52
R01028,158,sholinganallur,zepto,starter,5.11,evening,4.1,8,8778.0,0.2754,0.0608,5.04,5,7.16,1.43,13.5,25.1,37.2,271.0,1,0.2369,0,1,0,0.7607,0,0.75,0.9,20.02
R01029,101,velachery,zomato,standard,6.47,night,10.4,24,8185.0,0.1642,0.2497,1.76,15,3.41,2.54,44.6,25.9,12.9,131.0,1,0.2245,0,0,0,0.8608,0,0.75,0.7,31.18
R01030,50,guindy,zomato,starter,8.3,evening,5.0,0,6288.0,0.1636,0.2074,5.71,3,6.87,1.64,98.8,27.5,72.5,354.0,3,0.2763,0,0,0,0.9409,0,0.25,1.0,9.17
R01031,191,guindy,zomato,standard,6.16,morning,8.2,52,8206.0,0.2197,0.1076,6.23,2,7.23,1.26,37.5,33.3,23.6,76.0,0,0.1259,1,0,0,0.7871,0,1.0,0.7,38.02
R01032,149,sholinganallur,swiggy,standard,4.22,evening,4.0,20,10696.0,0.1266,0.0304,4.99,4,6.34,1.38,63.7,27.1,62.1,219.0,2,0.2747,0,0,0,0.8616,0,0.5,0.75,22.3
R01033,19,velachery,swiggy,starter,7.47,afternoon,8.6,24,10429.0,0.3709,0.0514,1.93,13,3.9,2.41,18.0,40.9,11.3,171.0,0,0.0816,1,0,0,0.8133,0,1.0,0.7,22.2
R01034,47,chromepet,swiggy,starter,9.53,evening,7.6,12,5551.0,0.5049,0.0931,3.65,5,6.51,1.43,97.3,31.5,47.1,60.0,2,0.4686,2,0,0,0.9271,1,0.5,0.85,15.37
R01035,115,royapuram,zomato,standard,5.24,afternoon,6.8,8,7888.0,0.2454,0.3278,1.58,13,3.39,2.93,6.8,31.4,62.0,49.0,2,0.4333,1,0,0,0.8588,1,0.5,0.9,26.66
R01036,123,perambur,zepto,starter,5.95,morning,11.5,24,8925.0,0.2694,0.1708,2.36,10,4.17,2.14,13.8,41.3,23.4,76.0,0,0.0951,3,0,0,0.8075,0,1.0,0.7,22.05
R01037,185,sholinganallur,swiggy,starter,5.53,evening,4.6,48,3653.0,0.3907,0.463,4.97,3,7.2,1.29,59.6,35.9,21.7,98.0,1,0.0542,2,0,0,0.8017,1,0.75,0.7,16.42
R01038,70,guindy,zomato,standard,5.76,evening,6.4,36,7488.0,0.2123,0.1479,5.95,2,6.98,1.52,13.1,39.6,8.2,116.0,0,0.1682,0,0,0,0.772,0,1.0,0.7,37.29
R01039,162,sholinganallur,zomato,shield,5.49,afternoon,7.0,4,5175.0,0.1676,0.2122,4.68,4,6.23,1.29,4.9,27.6,21.0,215.0,0,0.2659,0,0,0,0.7922,0,1.0,0.95,74.51
R01040,58,royapuram,zepto,standard,3.99,morning,7.7,44,5495.0,0.3359,0.0046,1.58,12,2.91,2.44,6.9,26.5,22.9,156.0,0,0.2165,2,0,0,0.7897,0,1.0,0.7,38.14
R01041,91,tambaram,swiggy,standard,4.66,evening,9.5,4,4269.0,0.2636,0.1143,4.44,8,5.17,2.0,169.3,29.9,22.1,129.0,3,0.0677,2,0,0,0.9093,1,0.25,0.95,14.9
R01042,138,sholinganallur,swiggy,shield,6.35,evening,7.1,28,4038.0,0.4259,0.0556,5.01,5,6.8,1.33,44.5,31.0,43.4,97.0,1,0.2762,0,0,0,0.8354,0,0.75,0.7,43.42
R01043,76,velachery,zomato,starter,7.3,night,8.0,4,3195.0,0.5657,0.0607,2.09,15,3.12,2.63,45.7,39.6,13.3,28.0,1,0.0953,2,0,0,0.8667,1,0.75,0.95,24.08
R01044,80,perambur,blinkit,standard,5.77,evening,6.5,16,5814.0,0.1737,0.6043,2.7,8,3.88,2.26,41.9,33.4,19.6,53.0,1,0.1291,0,0,0,0.8187,0,0.75,0.8,33.89
R01045,126,royapuram,swiggy,starter,4.37,evening,8.8,32,7956.0,0.3835,0.0164,1.79,12,3.1,2.9,28.1,33.5,32.6,137.0,1,0.1983,1,0,1,0.828,0,0.75,0.7,16.96
